ID,First Name,Last Name,Basic Salary,Housing Allowance,Transportation Allowance,Medical Allowance,Gross Salary,Net Salary
1250,Melissa,Taylor,142066,12285,3568,1534,159453.0,135535.05
1251,Mike,Hernandez,34120,9219,6435,4229,54003.0,45902.55
1252,Karen,Mcgrath,149363,11174,7041,2395,169973.0,144477.05
1253,Jimmy,Brown,136166,6840,4011,2188,149205.0,126824.25
1254,Gregory,Smith,86937,9183,5151,1089,102360.0,87006.0
1255,Claudia,White,57985,18410,9544,2029,87968.0,74772.8
1256,Keith,Murray,142294,17191,5413,2698,167596.0,142456.6
1257,Erika,Jones,82801,19769,9831,4462,116863.0,99333.55
1258,Charles,Douglas,141003,17061,2713,2510,163287.0,138793.95
1259,Gary,Morgan,120654,7539,5093,4881,138167.0,117441.95
1260,Sharon,Santana,144188,18562,3528,4562,170840.0,145214.0
1261,Clifford,Peterson,90262,19815,5247,3851,119175.0,101298.75
1262,Vincent,Bradley,65030,10030,6625,3386,85071.0,72310.35
1263,Lauren,Hernandez,84393,18878,9603,2861,115735.0,98374.75
1264,Rhonda,Lutz,143679,14134,6464,1409,165686.0,140833.1
1265,Melanie,Oconnell,60357,14430,9248,3878,87913.0,74726.05
1266,Sandra,Black,42447,15358,7548,3273,68626.0,58332.1
1267,Joanna,Reid,116908,9794,9481,1645,137828.0,117153.8
1268,Cheryl,Middleton,110442,17411,2324,4192,134369.0,114213.65
1269,Edward,Edwards,44604,6974,2351,4765,58694.0,49889.9
1270,Barbara,Miller,149346,7138,2091,1220,159795.0,135825.75
1271,Anthony,Sanchez,97154,6745,7827,2988,114714.0,97506.9
1272,Cody,Woods,66193,11146,7870,1449,86658.0,73659.3
1273,Christopher,Hamilton,87780,17324,2043,4687,111834.0,95058.9
1274,Rose,Newton,126012,11594,8287,1170,147063.0,125003.55
1275,Eric,Little,73036,17898,9037,3274,103245.0,87758.25
1276,Douglas,Sharp,34198,8712,6996,1031,50937.0,43296.45
1277,Elaine,Walker,117663,13962,4513,1621,137759.0,117095.15
1278,Robert,Meadows,133647,11865,2962,2908,151382.0,128674.7
1279,Larry,Johnson,138604,12012,2921,2260,155797.0,132427.45
1280,Miguel,Quinn,144150,11401,3243,1314,160108.0,136091.8
1281,Carrie,Alvarado,88374,18578,9369,1884,118205.0,100474.25
1282,John,Jones,128051,19712,9323,3581,160667.0,136566.95
1283,Brandon,Hunter,143205,6065,2451,2697,154418.0,131255.3
1284,Craig,Grant,117569,9571,5640,1427,134207.0,114075.95
1285,Katherine,Stewart,117064,9211,6406,4473,137154.0,116580.9
1286,Jennifer,Patton,130560,16157,9500,3747,159964.0,135969.4
1287,Janet,Whitaker,134461,17720,4324,1805,158310.0,134563.5
1288,Maria,Vargas,42940,19938,8928,3111,74917.0,63679.45
1289,Daniel,Powell,139083,8855,3884,1791,153613.0,130571.05
1290,Joseph,Miller,129765,19377,2411,1586,153139.0,130168.15
1291,Daniel,Deleon,114826,5003,6035,3662,129526.0,110097.1
1292,Elizabeth,Valentine,74465,18900,2764,2124,98253.0,83515.05
1293,Blake,Buckley,134537,16102,9643,4230,164512.0,139835.2
1294,Angela,Pearson,118311,16286,7136,2100,143833.0,122258.05
1295,Karl,Banks,145287,15203,3281,1079,164850.0,140122.5
1296,Kristen,Conner,73317,7837,9290,1969,92413.0,78551.05
1297,David,Morris,124921,15933,2926,4894,148674.0,126372.9
1298,Jonathan,Wright,111504,6901,8693,2452,129550.0,110117.5
1299,Susan,Robinson,104164,18238,6083,4366,132851.0,112923.35
1300,Joseph,Knight,67678,19909,2380,1809,91776.0,78009.6
1301,Deanna,Jones,36102,17456,4463,3254,61275.0,52083.75
1302,John,Warren,96251,14020,9428,2475,122174.0,103847.9
1303,Jessica,Rubio,82933,11981,9335,1239,105488.0,89664.8
1304,John,West,70524,16393,3436,4758,95111.0,80844.35
1305,Ashley,Jones,77746,11382,3236,3211,95575.0,81238.75
1306,Bruce,Hoffman,110794,7625,7902,1891,128212.0,108980.2
1307,Rebecca,Good,131272,9812,7257,2895,151236.0,128550.6
1308,Joanne,Stout,132127,10971,4319,4399,151816.0,129043.6
1309,Jessica,Greene,135785,9727,9757,1045,156314.0,132866.9
1310,Matthew,Woodard,84973,12613,6063,1025,104674.0,88972.9
1311,Anthony,Brooks,97149,7664,5948,3831,114592.0,97403.2
1312,Donald,Dillon,102193,7021,9051,2915,121180.0,103003.0
1313,Joseph,Hensley,106369,7024,5447,2239,121079.0,102917.15
1314,Ricky,Brooks,51499,17466,9403,3657,82025.0,69721.25
1315,Brian,Lewis,57140,5852,4980,3141,71113.0,60446.05
1316,Robert,Myers,83664,12728,7313,2985,106690.0,90686.5
1317,Fernando,Brown,79423,14278,7554,2727,103982.0,88384.7
1318,Brian,Peterson,65350,7090,9713,1311,83464.0,70944.4
1319,Michael,Small,116401,14440,3847,4489,139177.0,118300.45
1320,Rachel,Taylor,44780,9854,4066,4603,63303.0,53807.55
1321,Diane,Fletcher,117546,5763,7059,4420,134788.0,114569.8
1322,Brenda,Hill,67420,11367,4960,2674,86421.0,73457.85
1323,Cassandra,Jefferson,38629,14750,2663,2382,58424.0,49660.4
1324,Kirk,Casey,140319,16291,8014,2866,167490.0,142366.5
1325,Jerome,Patton,59713,9483,8682,4113,81991.0,69692.35
1326,Matthew,Wilson,66538,10006,8045,2047,86636.0,73640.6
1327,Sydney,Palmer,57680,16511,2829,2243,79263.0,67373.55
1328,Jay,Caldwell,102573,5478,9409,2746,120206.0,102175.1
1329,Debra,Murphy,102134,7101,9643,2811,121689.0,103435.65
1330,Christopher,Bell,94777,6179,7679,2356,110991.0,94342.35
1331,Michael,Mendoza,48870,5079,4331,3194,61474.0,52252.9
1332,Bradley,Harrison,87362,19488,5768,1061,113679.0,96627.15
1333,Sylvia,Garcia,65633,6799,7040,2843,82315.0,69967.75
1334,Jesus,Shaffer,104474,13253,2546,1932,122205.0,103874.25
1335,Aaron,Johnson,138110,19887,7480,4269,169746.0,144284.1
1336,Luis,Miller,78346,7462,6431,4010,96249.0,81811.65
1337,Nicholas,Carlson,148921,16691,6762,1049,173423.0,147409.55
1338,Megan,Solomon,114210,6392,3905,2731,127238.0,108152.3
1339,Danielle,Washington,43607,14344,2247,1167,61365.0,52160.25
1340,Richard,Faulkner,53342,16569,7546,3020,80477.0,68405.45
1341,Crystal,Powell,36161,15525,3992,3316,58994.0,50144.9
1342,Debra,Murphy,131102,15937,9418,3494,159951.0,135958.35
1343,James,Adams,78065,8984,3986,1963,92998.0,79048.3
1344,Brandon,Brock,100695,18927,4270,2422,126314.0,107366.9
1345,Mariah,Gray,85915,7131,5906,3087,102039.0,86733.15
1346,Susan,Ochoa,49558,11026,5441,4840,70865.0,60235.25
1347,Dustin,Daniels,99621,5728,4485,1706,111540.0,94809.0
1348,Joseph,Chang,60575,7388,5825,4810,78598.0,66808.3
1349,Megan,Barrett,78107,8607,8682,2444,97840.0,83164.0
1350,Tanya,Smith,69396,5740,2436,1135,78707.0,66900.95
1351,Suzanne,Nielsen,137437,14846,8637,1188,162108.0,137791.8
1352,Heather,Martin,81534,16928,8855,4616,111933.0,95143.05
1353,Stephanie,Stone,106612,9835,3957,3314,123718.0,105160.3
1354,John,Hurst,129689,7329,7240,2698,146956.0,124912.6
1355,Joseph,Zuniga,40656,11000,7924,1502,61082.0,51919.7
1356,Deborah,Mills,34002,19638,7793,3041,64474.0,54802.9
1357,Nathaniel,Miller,105400,9816,2810,1559,119585.0,101647.25
1358,Bruce,Hutchinson,107364,18417,8933,2332,137046.0,116489.1
1359,Jacqueline,Morse,144187,13183,8944,3676,169990.0,144491.5
1360,Debra,Black,109285,11400,4284,3387,128356.0,109102.6
1361,Andrew,Rivera,146482,5156,4420,4555,160613.0,136521.05
1362,Gabriel,Murphy,48922,16069,4757,4150,73898.0,62813.3
1363,Rebecca,Mendoza,57472,9083,2885,2357,71797.0,61027.45
1364,Heather,Dixon,138907,13773,2841,1744,157265.0,133675.25
1365,Ashlee,Livingston,145622,16154,3834,1867,167477.0,142355.45
1366,Melanie,Hudson,104844,5531,5305,4237,119917.0,101929.45
1367,Charles,Castro,79671,16504,4443,2067,102685.0,87282.25
1368,Vanessa,Hawkins,145583,18040,4726,1834,170183.0,144655.55
1369,Cindy,Brown,54623,10104,6562,4040,75329.0,64029.65
1370,Mary,Howard,35337,8800,6677,4602,55416.0,47103.6
1371,Amber,Nolan,32260,8974,8467,1989,51690.0,43936.5
1372,Megan,Bowman,81920,6518,4142,2879,95459.0,81140.15
1373,Bob,Mckinney,66174,14058,7521,4452,92205.0,78374.25
1374,Matthew,Jones,84201,8337,6958,2158,101654.0,86405.9
1375,Glen,Jones,91859,17199,2090,3501,114649.0,97451.65
1376,Suzanne,Hunt,133617,15621,8661,3986,161885.0,137602.25
1377,Ryan,Young,149396,10225,2092,4956,166669.0,141668.65
1378,Scott,Merritt,102017,9657,6944,4830,123448.0,104930.8
1379,Sherry,Moreno,83219,18640,7606,1591,111056.0,94397.6
1380,Rodney,Adkins,120454,12556,2003,3501,138514.0,117736.9
1381,Lindsey,Wood,30631,11216,2124,4071,48042.0,40835.7
1382,Timothy,Richard,57448,6086,6697,4091,74322.0,63173.7
1383,Sarah,Bowman,80589,11414,9344,4688,106035.0,90129.75
1384,Robert,Coleman,45919,17448,2781,2896,69044.0,58687.4
1385,Ethan,Hammond,42792,11105,7677,4347,65921.0,56032.85
1386,Lisa,Williams,108196,8212,8455,3867,128730.0,109420.5
1387,Craig,Page,94015,16089,2436,3937,116477.0,99005.45
1388,Rebecca,Barnes,81030,16757,6731,3548,108066.0,91856.1
1389,Joshua,Davis,45601,5743,5072,3454,59870.0,50889.5
1390,Taylor,Campbell,95200,14485,3731,1076,114492.0,97318.2
1391,Dustin,Russell,72166,15732,9569,1056,98523.0,83744.55
1392,Gregory,Blevins,93942,11416,5598,3931,114887.0,97653.95
1393,Julie,Newman,148585,12279,5086,1841,167791.0,142622.35
1394,Olivia,Howard,90701,12355,5266,4404,112726.0,95817.1
1395,Craig,Miller,55975,12916,5877,3572,78340.0,66589.0
1396,Paige,Patterson,77142,10094,3047,2371,92654.0,78755.9
1397,Kevin,Wright,37409,7267,8346,4015,57037.0,48481.45
1398,Debbie,Fleming,89527,6034,6641,4387,106589.0,90600.65
1399,Elizabeth,Cardenas,71221,11306,3989,4405,90921.0,77282.85
1400,Tina,Scott,53309,18723,5136,4376,81544.0,69312.4
1401,Tricia,Martinez,73308,17928,3632,4954,99822.0,84848.7
1402,Juan,Mccormick,69627,9169,2319,1380,82495.0,70120.75
1403,Michele,Matthews,74097,18933,4807,3587,101424.0,86210.4
1404,Alex,Stevens,60139,17700,8171,3491,89501.0,76075.85
1405,Cassandra,Leon,103756,19599,6297,4510,134162.0,114037.7
1406,Robert,Evans,127235,12705,6095,1568,147603.0,125462.55
1407,Nicholas,Chase,98897,12813,6338,3162,121210.0,103028.5
1408,Derrick,Mckenzie,118086,14105,9588,2257,144036.0,122430.6
1409,Dana,Webb,102175,16828,3005,2431,124439.0,105773.15
1410,Kimberly,Webster,118540,18718,7157,2854,147269.0,125178.65
1411,James,Smith,78315,11501,6535,1785,98136.0,83415.6
1412,Kimberly,Kelly,77968,9398,9067,2085,98518.0,83740.3
1413,Tina,Young,66048,18415,9857,4445,98765.0,83950.25
1414,Sarah,Coleman,76136,11815,9038,3522,100511.0,85434.35
1415,Dillon,Collins,113179,18755,7837,2549,142320.0,120972.0
1416,Nicholas,Sanders,43456,5799,8840,3074,61169.0,51993.65
1417,Stephanie,Peterson,99140,19751,4372,4052,127315.0,108217.75
1418,Erica,Pace,104941,5915,2684,4600,118140.0,100419.0
1419,Erik,Mitchell,106666,19417,7750,2375,136208.0,115776.8
1420,Andrew,Holden,34832,7314,3612,4285,50043.0,42536.55
1421,Karen,Zuniga,139302,12854,6724,4882,163762.0,139197.7
1422,Steven,Aguirre,80692,14019,3484,2479,100674.0,85572.9
1423,Rachel,Hansen,78996,15761,9122,1875,105754.0,89890.9
1424,Anthony,Garza,63072,13499,2220,4296,83087.0,70623.95
1425,Joan,Burns,102195,12413,9276,4097,127981.0,108783.85
1426,Rachel,Moody,84529,11154,9323,2167,107173.0,91097.05
1427,Debra,Ray,124647,5463,7633,1478,139221.0,118337.85
1428,Diana,Berry,133865,9792,7780,2615,154052.0,130944.2
1429,Richard,Marquez,73296,8723,4138,1623,87780.0,74613.0
1430,Danielle,Wolf,117146,11160,2536,4868,135710.0,115353.5
1431,Teresa,Bates,113167,16180,7932,2559,139838.0,118862.3
1432,Samuel,Brown,149643,11499,7671,1715,170528.0,144948.8
1433,Krystal,Rios,93757,19248,7705,1249,121959.0,103665.15
1434,Don,Hanson,60550,16702,2625,4019,83896.0,71311.6
1435,Judy,Cobb,31792,19663,9012,3229,63696.0,54141.6
1436,Frank,Khan,138368,10236,6116,2654,157374.0,133767.9
1437,Samuel,Flores,53554,7108,8066,3841,72569.0,61683.65
1438,Laura,Esparza,138746,12095,3378,3628,157847.0,134169.95
1439,Maria,Ruiz,136684,8271,3362,4632,152949.0,130006.65
1440,Tammy,Byrd,139481,11885,2684,4533,158583.0,134795.55
1441,Nathaniel,Green,120413,13927,7732,3261,145333.0,123533.05
1442,Kari,Scott,111536,14507,2380,4198,132621.0,112727.85
1443,Jennifer,Obrien,96043,19256,7151,4827,127277.0,108185.45
1444,Sarah,Bell,146205,19176,3239,2268,170888.0,145254.8
1445,Tara,Guzman,32889,11840,8051,1779,54559.0,46375.15
1446,Aaron,Kirk,128169,19913,3369,2868,154319.0,131171.15
1447,Kendra,Smith,118424,18304,2468,3859,143055.0,121596.75
1448,Eric,King,71831,5965,8532,4662,90990.0,77341.5
1449,Christina,Proctor,34998,13352,7448,3421,59219.0,50336.15
1450,Monica,Davis,95483,7965,4444,4656,112548.0,95665.8
1451,Robert,Harrison,88800,12568,9380,4611,115359.0,98055.15
1452,Daniel,Williams,103693,8076,9038,2997,123804.0,105233.4
1453,Stephanie,Larsen,85911,15126,4183,1216,106436.0,90470.6
1454,Cody,Morse,124290,18659,8228,1245,152422.0,129558.7
1455,Kimberly,Myers,57663,6746,4707,2906,72022.0,61218.7
1456,Eugene,Mitchell,130119,14400,3390,2365,150274.0,127732.9
1457,Melissa,Mcclure,86314,14710,6351,2426,109801.0,93330.85
1458,Jeffrey,Johnson,140373,19280,4064,3646,167363.0,142258.55
1459,Brian,Olsen,43101,18543,5173,1627,68444.0,58177.4
1460,Haley,Myers,98030,19427,4739,3804,126000.0,107100.0
1461,Julie,Neal,148726,7780,5417,2529,164452.0,139784.2
1462,Eric,Simpson,57229,8969,6684,1786,74668.0,63467.8
1463,Amy,Horton,58914,18705,2177,4027,83823.0,71249.55
1464,Cynthia,Burns,94308,17653,3189,2735,117885.0,100202.25
1465,Frank,Douglas,75514,12814,7333,2515,98176.0,83449.6
1466,Katherine,Mathews,140901,15575,5206,3884,165566.0,140731.1
1467,Tina,Woodard,113144,5733,9548,3235,131660.0,111911.0
1468,Dennis,Martin,71241,9161,5774,3756,89932.0,76442.2
1469,Kenneth,Harvey,68059,11393,7317,2647,89416.0,76003.6
1470,Sandra,Williams,148743,14945,2072,3919,169679.0,144227.15
1471,William,Salinas,109647,15209,4876,1088,130820.0,111197.0
1472,Tina,Nguyen,33634,19714,7335,3100,63783.0,54215.55
1473,Sandra,Guzman,133995,17144,2586,3564,157289.0,133695.65
1474,Michael,Martinez,63540,9298,6327,2250,81415.0,69202.75
1475,Colton,Williams,141578,13201,4386,4969,164134.0,139513.9
1476,Ralph,Turner,60080,12053,3111,4214,79458.0,67539.3
1477,Melissa,Fitzgerald,67382,14353,9071,4704,95510.0,81183.5
1478,Alexander,Chan,99432,19408,9048,1409,129297.0,109902.45
1479,Michelle,Clark,40842,17998,3139,1253,63232.0,53747.2
1480,Samuel,Martin,121337,19972,3854,3123,148286.0,126043.1
1481,Elizabeth,Taylor,92208,17866,6624,2956,119654.0,101705.9
1482,Melanie,Sweeney,34158,19275,3000,1400,57833.0,49158.05
1483,Patty,Poole,80578,10101,5466,4616,100761.0,85646.85
1484,Laura,Ramos,134289,19406,4594,1957,160246.0,136209.1
1485,Mary,Bell,115582,14796,2265,4893,137536.0,116905.6
1486,Michele,Rodriguez,49595,11652,9257,4003,74507.0,63330.95
1487,Anthony,Terry,102339,6200,6841,3958,119338.0,101437.3
1488,Morgan,Wilkerson,52167,19639,4331,3160,79297.0,67402.45
1489,Jeffrey,Martinez,120076,16953,8905,4958,150892.0,128258.2
1490,Stephanie,Gonzalez,69454,12309,4083,1736,87582.0,74444.7
1491,Jennifer,Hunter,79497,12416,7392,2372,101677.0,86425.45
1492,Eric,Ponce,89706,19316,8832,2142,119996.0,101996.6
1493,Sherri,Hunt,121483,13460,7696,4171,146810.0,124788.5
1494,Andres,King,53576,18058,7722,4598,83954.0,71360.9
1495,James,Cox,113990,14226,7991,3107,139314.0,118416.9
1496,Pamela,Hoffman,94487,11614,5868,3826,115795.0,98425.75
1497,Sara,Moses,105542,11148,6529,1468,124687.0,105983.95
1498,Jessica,Mcgee,145168,13120,6734,3391,168413.0,143151.05
1499,Jeremy,Higgins,65520,16954,4014,1578,88066.0,74856.1
1500,Chad,Davis,95452,16620,6311,3798,122181.0,103853.85
1501,Ariana,Cummings,33038,16873,5646,4562,60119.0,51101.15
1502,Cindy,Harrison,106775,18087,5873,1331,132066.0,112256.1
1503,Lauren,Lee,45824,18283,8921,1038,74066.0,62956.1
1504,Kelly,Thompson,66909,10754,4265,1489,83417.0,70904.45
1505,Jeremy,Brewer,49225,14476,7221,2542,73464.0,62444.4
1506,Morgan,Crawford,133251,11501,8425,2092,155269.0,131978.65
1507,Tiffany,Noble,138008,5501,3245,2544,149298.0,126903.3
1508,Tony,Richardson,103179,14899,7646,3509,129233.0,109848.05
1509,Ana,Harper,118354,16684,8188,3329,146555.0,124571.75
1510,Colleen,Jackson,101091,12366,7832,3900,125189.0,106410.65
1511,Lisa,Cervantes,53101,7105,8303,2709,71218.0,60535.3
1512,Sarah,Smith,46201,18783,4490,2266,71740.0,60979.0
1513,Sarah,Day,110179,14712,6060,3782,134733.0,114523.05
1514,Justin,Rodriguez,71883,15633,2334,4191,94041.0,79934.85
1515,Kelsey,Hughes,92929,9268,8467,2050,112714.0,95806.9
1516,Charles,Dickerson,31793,5469,7066,4794,49122.0,41753.7
1517,Olivia,Little,78204,8301,8001,1543,96049.0,81641.65
1518,James,Peterson,35505,19222,2341,3879,60947.0,51804.95
1519,Susan,Mccoy,55711,12330,5617,3134,76792.0,65273.2
1520,Matthew,Yang,94813,7826,4424,4339,111402.0,94691.7
1521,Stacey,Roach,80666,5551,9096,1549,96862.0,82332.7
1522,Harold,Johnson,88406,15176,9564,2090,115236.0,97950.6
1523,Catherine,Hayes,107759,10255,6682,2718,127414.0,108301.9
1524,Andrew,Scott,102793,11680,8818,3396,126687.0,107683.95
1525,Tara,Mercado,95232,7983,6798,2482,112495.0,95620.75
1526,Patricia,Ward,76930,13974,5700,4728,101332.0,86132.2
1527,Juan,Cox,118691,18832,7814,4310,149647.0,127199.95
1528,Frederick,Dalton,47806,10779,5399,2810,66794.0,56774.9
1529,Michelle,Thomas,104054,10518,4088,1880,120540.0,102459.0
1530,Thomas,Hicks,56574,14853,2096,3782,77305.0,65709.25
1531,Jennifer,Ayers,73699,19650,3457,3702,100508.0,85431.8
1532,Donald,Perry,75731,6990,4850,1489,89060.0,75701.0
1533,Kyle,Reyes,80051,10738,9080,1893,101762.0,86497.7
1534,Brandon,Phillips,56146,5080,2037,3735,66998.0,56948.3
1535,Anna,Thomas,91997,10894,9200,1694,113785.0,96717.25
1536,Erica,Willis,92942,5423,4492,1163,104020.0,88417.0
1537,Cassandra,Foster,34090,11422,4788,3971,54271.0,46130.35
1538,Nicole,White,57379,15707,5135,2374,80595.0,68505.75
1539,Monica,Juarez,78551,9844,2892,1746,93033.0,79078.05
1540,Joseph,Tucker,98315,13792,2961,4508,119576.0,101639.6
1541,Daniel,Lang,49612,11007,4902,1323,66844.0,56817.4
1542,Colleen,Fisher,112726,6350,4970,4437,128483.0,109210.55
1543,Aaron,Wilson,55018,8087,2861,3455,69421.0,59007.85
1544,Charles,Ramos,80780,17996,2409,3457,104642.0,88945.7
1545,Richard,Smith,70604,9510,2131,3602,85847.0,72969.95
1546,Mark,Jones,54635,18298,7264,3465,83662.0,71112.7
1547,Frank,Cunningham,85075,7431,5794,3538,101838.0,86562.3
1548,Matthew,Vargas,96350,7808,6676,1324,112158.0,95334.3
1549,Thomas,Anderson,57377,9620,3752,2530,73279.0,62287.15
1550,Ethan,Gay,101927,16478,3951,4219,126575.0,107588.75
1551,Randy,Griffin,113439,18136,9906,1224,142705.0,121299.25
1552,Ruben,Olson,113586,11567,5691,3323,134167.0,114041.95
1553,Aaron,Miller,40794,16117,7244,3237,67392.0,57283.2
1554,Christine,Mason,93832,16483,8409,1898,120622.0,102528.7
1555,Kristin,Tucker,142929,5835,2283,3845,154892.0,131658.2
1556,Barbara,Norris,94394,10425,3902,2901,111622.0,94878.7
1557,Cheryl,Graves,139350,9091,3461,4663,156565.0,133080.25
1558,David,Hernandez,107253,18894,3476,2397,132020.0,112217.0
1559,Richard,White,70546,19446,6711,3812,100515.0,85437.75
1560,Stacey,Hawkins,137963,10658,9863,1891,160375.0,136318.75
1561,Robert,Kerr,74578,18392,3634,2826,99430.0,84515.5
1562,Emily,Watson,84223,12916,8644,4850,110633.0,94038.05
1563,Crystal,Medina,135994,8313,4207,3267,151781.0,129013.85
1564,Randy,Pace,134952,17592,5752,3948,162244.0,137907.4
1565,Benjamin,Huber,114396,12740,7840,2410,137386.0,116778.1
1566,Cole,Moore,57080,19210,2382,1376,80048.0,68040.8
1567,Andrew,Blackburn,36898,18533,4342,3275,63048.0,53590.8
1568,Robin,Lamb,122747,9130,4714,3307,139898.0,118913.3
1569,Nathan,Cruz,45725,10688,7331,3111,66855.0,56826.75
1570,Matthew,Jacobs,38963,5482,9360,1273,55078.0,46816.3
1571,Jill,Davis,40485,5407,8684,2918,57494.0,48869.9
1572,Karen,Erickson,103264,16507,9678,1824,131273.0,111582.05
1573,Ashley,Thomas,32222,6319,8109,2418,49068.0,41707.8
1574,Lindsay,Cook,80248,12591,5309,3558,101706.0,86450.1
1575,Jonathan,Velasquez,141781,9446,3562,2785,157574.0,133937.9
1576,Angela,Sutton,100954,7908,9776,1489,120127.0,102107.95
1577,Angela,Koch,119475,17185,4471,3779,144910.0,123173.5
1578,Jason,Johnston,84990,8236,9454,3323,106003.0,90102.55
1579,Joseph,Reed,44816,18904,7838,3411,74969.0,63723.65
1580,Adam,Rhodes,121114,7467,8417,4004,141002.0,119851.7
1581,Julia,Perry,106805,9092,7419,3632,126948.0,107905.8
1582,Donald,Barnes,87604,7845,5524,3790,104763.0,89048.55
1583,Alice,Howard,41704,10107,7739,2742,62292.0,52948.2
1584,Breanna,Cline,106715,7160,2262,2469,118606.0,100815.1
1585,Elizabeth,Jones,53702,7726,4523,3509,69460.0,59041.0
1586,Jasmine,Ford,34555,11182,7079,2127,54943.0,46701.55
1587,Brett,Adams,108541,10951,9322,2655,131469.0,111748.65
1588,Jennifer,Hernandez,116110,5251,9818,2074,133253.0,113265.05
1589,Nicole,Chavez,81414,7813,5143,3036,97406.0,82795.1
1590,Mark,Watson,149912,9018,9101,3186,171217.0,145534.45
1591,Pamela,Reynolds,48954,6314,6198,3204,64670.0,54969.5
1592,Daniel,Hartman,54110,17961,8047,2222,82340.0,69989.0
1593,Cynthia,Lee,71609,5680,3424,4709,85422.0,72608.7
1594,Dennis,Bartlett,63589,12573,4790,4190,85142.0,72370.7
1595,Pedro,Bonilla,130678,5797,7289,3255,147019.0,124966.15
1596,Abigail,Esparza,136141,14749,9232,3127,163249.0,138761.65
1597,Ashley,Cooper,141800,14564,9650,1101,167115.0,142047.75
1598,Joseph,Mullen,96679,5596,7110,4874,114259.0,97120.15
1599,James,Johnson,85688,13485,9423,1452,110048.0,93540.8
1600,Johnny,Howell,54374,5837,3837,2868,66916.0,56878.6
1601,Megan,Stevenson,135376,18027,6309,2713,162425.0,138061.25
1602,Jason,Ramos,138425,18874,9881,3596,170776.0,145159.6
1603,Sean,Peterson,148069,12970,6037,3006,170082.0,144569.7
1604,Sonya,Mcgee,111381,7798,6184,3295,128658.0,109359.3
1605,Jessica,Reynolds,100782,5509,5452,1061,112804.0,95883.4
1606,Charles,Fitzgerald,36000,19292,3477,2594,61363.0,52158.55
1607,Jorge,Thomas,122631,10309,7687,2197,142824.0,121400.4
1608,Crystal,Gray,117619,15979,6837,3468,143903.0,122317.55
1609,Joseph,Williams,94258,16196,5192,1970,117616.0,99973.6
1610,Leslie,Lopez,49559,14567,3953,2297,70376.0,59819.6
1611,Ashley,Whitney,140321,10685,3605,4581,159192.0,135313.2
1612,Kevin,Robertson,39958,14206,8377,3478,66019.0,56116.15
1613,Andre,Mejia,148989,19775,8014,4322,181100.0,153935.0
1614,Luis,Chambers,67914,11275,6538,1764,87491.0,74367.35
1615,Mark,Harrison,128943,7188,7437,3286,146854.0,124825.9
1616,Melissa,Stevenson,70004,8203,9318,4577,92102.0,78286.7
1617,Janet,Taylor,102338,15379,3191,2173,123081.0,104618.85
1618,Kimberly,Evans,60420,8126,2871,1558,72975.0,62028.75
1619,Robert,Wilson,99858,16975,7812,2620,127265.0,108175.25
1620,Susan,Walsh,39041,13996,3474,2594,59105.0,50239.25
1621,Kim,Joseph,53993,14772,3309,4133,76207.0,64775.95
1622,Sherry,Russell,61882,15064,9961,2269,89176.0,75799.6
1623,Jennifer,Allen,65950,16684,4818,1318,88770.0,75454.5
1624,Tracy,Martin,102180,18216,5594,4013,130003.0,110502.55
1625,Eric,Wood,37345,12663,5199,4464,59671.0,50720.35
1626,Donald,Brown,109679,17125,8495,3649,138948.0,118105.8
1627,Kevin,Berry,40523,7541,5607,1936,55607.0,47265.95
1628,Jodi,Norris,94098,12420,5211,3267,114996.0,97746.6
1629,Mary,Smith,124603,10398,3851,4684,143536.0,122005.6
1630,Teresa,Montgomery,57157,9972,4082,2668,73879.0,62797.15
1631,Shane,Franklin,98699,5182,7966,3401,115248.0,97960.8
1632,Brandon,Evans,123692,12080,6785,3371,145928.0,124038.8
1633,Jennifer,Cook,34180,18360,8446,2635,63621.0,54077.85
1634,Teresa,Taylor,84457,16809,4452,2643,108361.0,92106.85
1635,Leah,Jones,37101,6805,3937,3969,51812.0,44040.2
1636,Sandra,Schmidt,104156,19750,8051,1628,133585.0,113547.25
1637,Margaret,Pittman,99751,8766,5857,1924,116298.0,98853.3
1638,Debra,Browning,42129,14160,9625,4488,70402.0,59841.7
1639,Hayley,Carr,54743,19408,8556,1712,84419.0,71756.15
1640,Tammy,Hardy,64038,5143,8080,1064,78325.0,66576.25
1641,Gregory,West,88447,5196,7417,3207,104267.0,88626.95
1642,Jennifer,Martin,133344,12010,4404,3660,153418.0,130405.3
1643,Jason,Stafford,80707,8987,5202,4724,99620.0,84677.0
1644,Erin,Jordan,42843,13923,5913,2338,65017.0,55264.45
1645,Samuel,Young,98807,13054,4258,4219,120338.0,102287.3
1646,Elizabeth,Craig,147224,15823,7516,3984,174547.0,148364.95
1647,Edward,Ball,94603,9929,2608,1891,109031.0,92676.35
1648,Mathew,Ward,78759,17813,3849,2331,102752.0,87339.2
1649,Timothy,Lin,97753,18925,5442,1423,123543.0,105011.55
1650,Walter,Bryant,120509,15428,6370,3159,145466.0,123646.1
1651,Laura,Adams,73116,8187,9779,3158,94240.0,80104.0
1652,Joel,Collins,30015,5577,4740,1379,41711.0,35454.35
1653,Kristen,Arnold,63460,10758,2315,3802,80335.0,68284.75
1654,Michelle,Jimenez,61592,10239,8435,2635,82901.0,70465.85
